Disease,Temperature (Â°C),Humidity (%),Rainfall (mm),Cloud Cover (%),Wind Speed (km/h),Leaf Wetness (hrs),Risk Label
Fusarium Dry Rot,15.2,94.0,5.4,69.7,7.7,6.0,Moderate Risk
Fusarium Dry Rot,21.8,92.6,2.1,85.2,5.0,5.9,Moderate Risk
Fusarium Dry Rot,18.7,94.9,3.5,66.5,3.1,5.1,Moderate Risk
Fusarium Dry Rot,17.1,80.3,2.9,71.5,9.7,4.1,Moderate Risk
Fusarium Dry Rot,17.5,81.7,3.8,52.0,6.6,6.4,Moderate Risk
Fusarium Dry Rot,15.5,89.1,2.3,50.1,4.1,5.6,Moderate Risk
Fusarium Dry Rot,21.9,92.3,5.8,59.8,2.8,5.2,Moderate Risk
Fusarium Dry Rot,15.3,84.3,2.9,77.2,7.3,7.5,Moderate Risk
Fusarium Dry Rot,19.6,83.6,5.7,54.9,2.4,7.0,Moderate Risk
Fusarium Dry Rot,18.1,91.8,3.7,54.6,1.7,7.4,Moderate Risk
Fusarium Dry Rot,21.6,80.8,5.9,66.4,5.3,6.0,Moderate Risk
Fusarium Dry Rot,16.7,85.5,4.2,75.9,2.9,4.5,Moderate Risk
Fusarium Dry Rot,18.7,87.6,5.7,78.5,6.3,6.8,Moderate Risk
Fusarium Dry Rot,18.4,88.4,2.0,57.1,1.2,4.8,Moderate Risk
Fusarium Dry Rot,19.9,90.9,5.0,53.2,6.5,5.8,Moderate Risk
Fusarium Dry Rot,15.5,85.3,5.6,87.6,2.8,4.3,Moderate Risk
Fusarium Dry Rot,16.4,89.2,2.6,60.4,0.0,7.3,Moderate Risk
Fusarium Dry Rot,16.5,88.8,2.4,84.1,1.3,4.5,Moderate Risk
Fusarium Dry Rot,20.2,88.2,3.7,84.5,9.3,7.6,Moderate Risk
Fusarium Dry Rot,16.3,89.6,5.7,80.9,8.7,7.5,Moderate Risk
Fusarium Dry Rot,19.0,83.9,4.2,56.8,2.3,5.9,Moderate Risk
Fusarium Dry Rot,16.5,81.3,4.1,82.9,7.8,7.0,Moderate Risk
Fusarium Dry Rot,21.0,81.8,2.6,80.8,6.1,6.5,Moderate Risk
Fusarium Dry Rot,21.6,83.4,2.0,73.9,9.7,7.2,Moderate Risk
Fusarium Dry Rot,18.6,87.5,5.2,63.5,3.7,5.7,Moderate Risk
Fusarium Dry Rot,17.5,92.6,2.4,60.5,6.8,7.1,Moderate Risk
Fusarium Dry Rot,16.6,90.5,4.5,54.9,0.6,5.8,Moderate Risk
Fusarium Dry Rot,15.3,91.8,5.7,70.4,4.0,7.8,Moderate Risk
Fusarium Dry Rot,16.9,85.3,2.8,73.4,9.6,5.9,Moderate Risk
Fusarium Dry Rot,19.6,86.1,4.7,64.4,5.4,5.9,Moderate Risk
Fusarium Dry Rot,18.7,85.9,2.3,69.0,2.9,7.1,Moderate Risk
Fusarium Dry Rot,21.6,82.9,4.4,64.5,1.2,7.3,Moderate Risk
Fusarium Dry Rot,17.8,80.9,2.7,75.6,7.0,6.2,Moderate Risk
Fusarium Dry Rot,19.9,88.9,4.9,86.1,6.4,4.7,Moderate Risk
Fusarium Dry Rot,18.4,94.8,3.2,56.6,3.7,5.9,Moderate Risk
Fusarium Dry Rot,18.6,82.5,3.9,65.3,9.5,7.9,Moderate Risk
Fusarium Dry Rot,16.9,80.7,4.4,55.6,0.2,7.0,Moderate Risk
Fusarium Dry Rot,18.2,91.7,2.7,75.0,3.0,7.2,Moderate Risk
Fusarium Dry Rot,18.3,83.8,5.0,79.2,9.2,4.1,Moderate Risk
Fusarium Dry Rot,19.9,92.4,3.2,87.3,3.2,5.9,Moderate Risk
Fusarium Dry Rot,21.6,90.6,4.6,61.2,2.5,6.6,Moderate Risk
Fusarium Dry Rot,17.3,94.2,2.6,88.0,5.3,7.3,Moderate Risk
Fusarium Dry Rot,15.3,86.1,4.8,52.5,8.2,4.2,Moderate Risk
Fusarium Dry Rot,18.5,89.9,2.5,74.1,1.0,7.4,Moderate Risk
Fusarium Dry Rot,18.8,87.0,3.7,52.3,9.4,6.2,Moderate Risk
Fusarium Dry Rot,16.2,89.5,3.0,85.8,8.0,4.8,Moderate Risk
Fusarium Dry Rot,20.3,86.7,5.0,71.2,1.8,5.3,Moderate Risk
Fusarium Dry Rot,21.9,82.8,3.0,76.8,7.1,5.1,Moderate Risk
Fusarium Dry Rot,21.6,87.6,5.5,83.3,3.8,6.1,Moderate Risk
Fusarium Dry Rot,16.4,87.9,5.6,56.0,4.0,4.2,Moderate Risk
Fusarium Dry Rot,21.1,92.2,2.8,51.5,7.8,4.6,Moderate Risk
Fusarium Dry Rot,19.9,91.0,4.5,85.2,9.6,7.3,Moderate Risk
Fusarium Dry Rot,18.2,90.0,2.4,62.6,1.3,4.5,Moderate Risk
Fusarium Dry Rot,18.8,81.7,3.6,55.2,4.2,4.9,Moderate Risk
Fusarium Dry Rot,20.9,90.8,4.9,68.7,4.8,5.8,Moderate Risk
Fusarium Dry Rot,18.4,87.5,4.6,73.9,3.8,6.1,Moderate Risk
Fusarium Dry Rot,17.6,93.4,4.5,51.2,3.6,7.1,Moderate Risk
Fusarium Dry Rot,18.5,93.8,3.1,61.0,0.5,5.8,Moderate Risk
Fusarium Dry Rot,19.1,80.8,3.5,51.3,6.9,7.2,Moderate Risk
Fusarium Dry Rot,16.3,92.3,2.4,66.8,4.4,6.5,Moderate Risk
Fusarium Dry Rot,21.3,80.6,4.9,85.8,1.9,4.5,Moderate Risk
Fusarium Dry Rot,19.7,85.5,4.0,89.3,8.2,4.6,Moderate Risk
Fusarium Dry Rot,19.4,88.1,4.8,75.5,8.0,5.7,Moderate Risk
Fusarium Dry Rot,15.7,82.2,3.0,56.5,4.9,5.6,Moderate Risk
Fusarium Dry Rot,19.2,91.2,3.3,86.2,3.0,7.0,Moderate Risk
Fusarium Dry Rot,15.8,80.1,3.3,70.6,6.4,6.3,Moderate Risk
Fusarium Dry Rot,15.6,82.5,2.1,56.1,2.9,5.6,Moderate Risk
Fusarium Dry Rot,18.7,88.7,3.4,86.9,2.4,4.7,Moderate Risk
Fusarium Dry Rot,17.8,90.7,5.2,80.3,7.3,4.9,Moderate Risk
Fusarium Dry Rot,19.1,93.7,5.6,79.3,0.4,6.3,Moderate Risk
Fusarium Dry Rot,15.6,90.6,4.1,78.4,0.9,5.7,Moderate Risk
Fusarium Dry Rot,18.0,90.1,3.8,58.0,0.1,6.1,Moderate Risk
Fusarium Dry Rot,16.2,85.9,2.1,58.4,1.5,4.7,Moderate Risk
Fusarium Dry Rot,21.9,80.0,5.5,77.5,0.7,6.7,Moderate Risk
Fusarium Dry Rot,18.9,81.8,2.1,58.8,10.0,7.4,Moderate Risk
Fusarium Dry Rot,19.8,88.0,5.8,67.5,2.9,5.0,Moderate Risk
Fusarium Dry Rot,17.3,90.1,4.0,81.3,1.5,6.0,Moderate Risk
Fusarium Dry Rot,15.7,86.3,3.4,81.4,2.4,7.9,Moderate Risk
Fusarium Dry Rot,21.8,91.0,5.7,68.1,9.4,5.3,Moderate Risk
Fusarium Dry Rot,17.0,87.8,2.1,81.7,5.2,6.4,Moderate Risk
Fusarium Dry Rot,18.0,81.1,4.3,83.5,3.6,4.4,Moderate Risk
Fusarium Dry Rot,19.5,82.9,4.2,76.2,8.7,6.4,Moderate Risk
Fusarium Dry Rot,15.2,92.6,2.9,59.1,3.9,4.4,Moderate Risk
Fusarium Dry Rot,20.7,90.9,3.7,61.0,3.4,7.8,Moderate Risk
Fusarium Dry Rot,18.8,93.4,4.6,62.6,2.1,6.9,Moderate Risk
Fusarium Dry Rot,16.9,81.8,4.9,54.7,3.8,7.2,Moderate Risk
Fusarium Dry Rot,15.4,94.9,2.0,60.9,3.2,6.8,Moderate Risk
Fusarium Dry Rot,16.1,83.1,5.7,58.4,6.8,6.4,Moderate Risk
Fusarium Dry Rot,21.3,80.2,2.7,68.2,2.9,5.8,Moderate Risk
Fusarium Dry Rot,19.8,95.0,2.9,86.3,5.8,7.4,Moderate Risk
Fusarium Dry Rot,16.7,84.2,3.1,54.2,0.7,7.8,Moderate Risk
Potato Leaf Roll Virus,28.0,58.4,1.5,85.7,14.5,2.1,High Risk
Potato Leaf Roll Virus,31.5,64.3,0.5,66.3,9.4,0.9,High Risk
Potato Leaf Roll Virus,28.7,67.2,1.0,76.2,11.0,1.7,High Risk
Potato Leaf Roll Virus,28.3,53.1,2.0,61.8,9.8,0.9,High Risk
Potato Leaf Roll Virus,27.6,59.0,1.4,71.5,14.3,0.5,High Risk
Potato Leaf Roll Virus,25.7,58.2,1.7,57.0,5.8,1.2,High Risk
Potato Leaf Roll Virus,24.0,63.7,0.8,55.1,10.0,0.7,High Risk
Potato Leaf Roll Virus,25.9,55.0,1.5,68.9,11.9,1.6,High Risk
Potato Leaf Roll Virus,28.1,62.8,0.1,64.9,12.9,0.6,High Risk
Potato Leaf Roll Virus,27.0,67.5,0.2,69.0,10.8,1.5,High Risk
Potato Leaf Roll Virus,27.6,58.4,0.4,54.3,14.1,0.5,High Risk
Potato Leaf Roll Virus,31.8,68.2,0.8,58.3,14.4,2.0,High Risk
Potato Leaf Roll Virus,26.8,69.9,1.7,44.2,5.6,2.3,High Risk
Potato Leaf Roll Virus,27.6,52.1,0.7,42.6,9.0,0.3,High Risk
Potato Leaf Roll Virus,25.1,54.7,1.3,52.7,5.2,1.4,High Risk
Potato Leaf Roll Virus,24.4,69.0,1.4,43.7,8.3,0.2,High Risk
Potato Leaf Roll Virus,30.2,69.2,1.2,45.2,10.4,1.8,High Risk
Potato Leaf Roll Virus,28.6,52.0,0.7,80.6,14.1,0.8,High Risk
Potato Leaf Roll Virus,30.1,50.3,1.2,41.9,13.5,1.6,High Risk
Potato Leaf Roll Virus,25.2,53.2,0.7,72.9,6.3,1.6,High Risk
Potato Leaf Roll Virus,28.6,69.9,0.2,53.6,5.9,2.8,High Risk
Potato Leaf Roll Virus,26.0,53.6,2.0,83.6,10.9,1.6,High Risk
Potato Leaf Roll Virus,25.8,60.1,0.3,64.2,10.3,1.7,High Risk
Potato Leaf Roll Virus,24.1,67.0,0.1,55.3,7.7,1.2,High Risk
Potato Leaf Roll Virus,25.0,50.4,1.8,65.9,14.0,2.8,High Risk
Potato Leaf Roll Virus,26.5,62.1,0.6,59.1,14.3,2.3,High Risk
Potato Leaf Roll Virus,24.9,55.5,1.3,68.2,9.0,0.9,High Risk
Potato Leaf Roll Virus,31.9,67.2,0.7,45.7,13.9,2.5,High Risk
Potato Leaf Roll Virus,26.5,55.7,0.8,89.8,8.8,1.3,High Risk
Potato Leaf Roll Virus,25.0,63.7,0.5,61.3,12.4,2.5,High Risk
Potato Leaf Roll Virus,25.6,63.5,0.7,57.4,9.8,2.5,High Risk
Potato Leaf Roll Virus,28.7,54.4,0.8,75.5,6.2,0.6,High Risk
Potato Leaf Roll Virus,24.5,50.7,1.4,58.2,14.3,2.1,High Risk
Potato Leaf Roll Virus,30.9,58.2,1.0,81.7,9.5,0.9,High Risk
Potato Leaf Roll Virus,31.7,55.8,1.9,62.7,12.3,0.9,High Risk
Potato Leaf Roll Virus,26.0,66.2,0.1,76.0,8.7,0.9,High Risk
Potato Leaf Roll Virus,27.6,66.0,1.0,45.4,5.2,2.2,High Risk
Potato Leaf Roll Virus,24.2,59.1,1.2,82.3,6.0,0.7,High Risk
Potato Leaf Roll Virus,29.1,62.1,1.8,76.8,10.0,0.0,High Risk
Potato Leaf Roll Virus,27.3,62.1,0.1,50.6,11.9,2.1,High Risk
Potato Leaf Roll Virus,26.2,66.5,1.1,47.3,8.3,0.5,High Risk
Potato Leaf Roll Virus,25.7,58.5,1.7,55.8,12.0,0.3,High Risk
Potato Leaf Roll Virus,29.2,55.5,0.5,88.8,12.0,0.7,High Risk
Potato Leaf Roll Virus,27.3,55.3,1.8,52.8,12.0,1.1,High Risk
Potato Leaf Roll Virus,25.4,60.7,0.0,62.8,9.9,1.4,High Risk
Potato Leaf Roll Virus,29.5,59.0,1.5,41.5,14.1,0.1,High Risk
Potato Leaf Roll Virus,28.5,58.8,1.9,59.9,9.9,2.9,High Risk
Potato Leaf Roll Virus,30.9,51.8,1.3,68.6,9.5,2.1,High Risk
Potato Leaf Roll Virus,24.9,64.4,0.9,87.7,7.0,1.0,High Risk
Potato Leaf Roll Virus,30.3,54.3,0.1,65.8,8.1,1.0,High Risk
Potato Leaf Roll Virus,29.4,53.9,1.8,81.0,5.4,1.3,High Risk
Potato Leaf Roll Virus,24.9,58.3,0.9,67.4,11.3,1.9,High Risk
Potato Leaf Roll Virus,29.6,54.6,0.1,42.0,7.5,0.4,High Risk
Potato Leaf Roll Virus,27.5,61.7,1.4,55.8,8.0,0.6,High Risk
Potato Leaf Roll Virus,31.6,57.4,1.0,68.8,12.7,2.6,High Risk
Potato Leaf Roll Virus,25.1,59.0,0.2,87.5,8.3,0.8,High Risk
Potato Leaf Roll Virus,29.1,60.7,0.4,83.0,7.4,1.1,High Risk
Potato Leaf Roll Virus,27.1,54.1,0.1,51.4,6.7,2.6,High Risk
Potato Leaf Roll Virus,31.7,53.1,1.1,51.0,12.7,2.0,High Risk
Potato Leaf Roll Virus,26.6,67.6,1.2,50.1,6.3,1.0,High Risk
Potato Leaf Roll Virus,31.7,58.7,1.0,86.1,9.5,2.1,High Risk
Potato Leaf Roll Virus,31.2,58.2,1.6,82.6,10.1,0.1,High Risk
Potato Leaf Roll Virus,26.2,50.7,1.7,78.7,11.9,2.2,High Risk
Potato Leaf Roll Virus,30.4,60.0,1.2,59.6,11.3,1.5,High Risk
Potato Leaf Roll Virus,32.0,61.1,0.0,65.2,13.1,2.4,High Risk
Potato Leaf Roll Virus,26.0,61.2,1.4,63.2,5.4,2.9,High Risk
Potato Leaf Roll Virus,27.5,64.1,0.8,52.7,8.0,2.8,High Risk
Potato Leaf Roll Virus,28.2,53.5,1.1,65.3,7.8,2.7,High Risk
Potato Leaf Roll Virus,26.4,55.0,1.3,41.5,6.5,1.5,High Risk
Potato Leaf Roll Virus,24.1,66.2,0.7,46.6,7.9,1.1,High Risk
Potato Leaf Roll Virus,25.8,68.9,1.8,84.3,8.1,1.4,High Risk
Potato Leaf Roll Virus,26.3,52.7,0.3,77.6,10.2,2.1,High Risk
Potato Leaf Roll Virus,27.5,60.0,1.3,61.1,11.6,2.7,High Risk
Potato Leaf Roll Virus,25.4,54.3,0.0,65.9,8.8,0.6,High Risk
Potato Leaf Roll Virus,31.0,51.2,1.8,58.5,12.2,2.8,High Risk
Potato Leaf Roll Virus,29.6,56.5,0.2,77.0,8.4,2.4,High Risk
Potato Leaf Roll Virus,24.7,52.9,0.2,79.2,7.9,2.9,High Risk
Potato Leaf Roll Virus,29.2,64.2,0.7,78.2,10.4,2.6,High Risk
Potato Leaf Roll Virus,29.2,60.7,0.7,76.1,5.2,0.8,High Risk
Potato Leaf Roll Virus,31.6,52.9,0.4,50.2,5.8,0.3,High Risk
Potato Leaf Roll Virus,24.0,50.2,1.2,56.9,9.2,0.3,High Risk
Potato Leaf Roll Virus,26.0,66.2,0.9,63.5,14.4,0.9,High Risk
Potato Leaf Roll Virus,31.4,53.5,0.1,56.5,12.2,1.8,High Risk
Potato Leaf Roll Virus,31.5,62.1,0.6,77.7,5.9,2.4,High Risk
Potato Leaf Roll Virus,29.8,56.7,1.6,56.5,13.5,2.7,High Risk
Potato Leaf Roll Virus,30.1,61.7,1.4,46.9,12.3,1.9,High Risk
Potato Leaf Roll Virus,24.7,56.3,1.4,60.0,11.1,0.0,High Risk
Potato Leaf Roll Virus,28.1,51.7,1.4,89.0,13.2,0.6,High Risk
Potato Leaf Roll Virus,25.9,54.5,0.6,51.3,9.0,0.3,High Risk
Potato Leaf Roll Virus,25.4,53.8,0.2,70.6,7.2,1.1,High Risk
Potato Leaf Roll Virus,30.5,58.6,0.5,61.6,10.1,1.5,High Risk
Potato Leaf Roll Virus,25.1,63.2,1.7,43.6,10.5,0.1,High Risk
Potato Leaf Roll Virus,27.7,55.3,2.0,64.4,10.4,1.0,High Risk
Potato Leaf Roll Virus,31.5,50.2,1.0,75.1,10.7,0.5,High Risk
Potato Leaf Roll Virus,25.5,60.4,0.0,65.7,14.5,1.9,High Risk
Potato Leaf Roll Virus,31.8,62.1,0.3,83.6,14.0,1.4,High Risk
Potato Leaf Roll Virus,32.0,69.3,0.6,54.4,13.8,1.5,High Risk
Potato Leaf Roll Virus,28.4,61.8,1.2,44.3,13.0,1.3,High Risk
Potato Leaf Roll Virus,25.4,59.4,0.2,86.8,14.4,2.9,High Risk
Potato Leaf Roll Virus,26.5,61.5,1.9,58.9,6.0,0.6,High Risk
Potato Leaf Roll Virus,27.4,68.6,0.7,68.8,7.7,1.5,High Risk
Potato Leaf Roll Virus,26.5,66.6,1.8,79.6,10.0,2.2,High Risk
Potato Leaf Roll Virus,26.2,56.5,1.6,56.2,13.5,1.7,High Risk
Potato Leaf Roll Virus,31.8,54.7,1.5,75.8,10.1,2.8,High Risk
Potato Leaf Roll Virus,25.2,55.3,1.2,46.8,12.5,1.1,High Risk
Potato Leaf Roll Virus,29.9,60.1,1.3,54.6,6.4,1.4,High Risk
Potato Leaf Roll Virus,24.0,64.9,1.3,47.2,7.5,0.3,High Risk
Potato Leaf Roll Virus,28.8,60.1,1.3,80.6,12.3,1.8,High Risk
Potato Leaf Roll Virus,31.3,51.4,1.1,51.1,6.6,0.9,High Risk
Potato Leaf Roll Virus,26.3,64.5,2.0,75.9,8.5,0.5,High Risk
Potato Leaf Roll Virus,25.5,66.1,1.5,87.2,7.6,1.6,High Risk
Potato Leaf Roll Virus,29.2,55.8,1.6,66.4,8.5,1.6,High Risk
Potato Leaf Roll Virus,29.7,63.3,1.7,67.0,12.1,0.2,High Risk
Potato Leaf Roll Virus,29.5,58.5,0.4,63.1,8.7,2.1,High Risk
Potato Leaf Roll Virus,26.6,67.8,0.2,56.3,10.6,1.9,High Risk
Potato Leaf Roll Virus,26.0,66.9,1.0,63.8,6.0,0.6,High Risk
Potato Leaf Roll Virus,31.6,60.5,1.0,70.1,13.1,1.4,High Risk
Potato Leaf Roll Virus,31.4,63.8,1.7,89.3,8.7,2.2,High Risk
Potato Leaf Roll Virus,27.7,67.7,0.9,86.9,11.5,1.6,High Risk
Potato Leaf Roll Virus,30.8,59.9,1.1,83.1,12.3,1.2,High Risk
Potato Leaf Roll Virus,27.6,56.3,1.1,84.5,7.1,1.0,High Risk
Potato Leaf Roll Virus,27.4,65.1,0.1,63.4,13.8,1.8,High Risk
Potato Leaf Roll Virus,25.3,54.4,1.2,72.9,11.2,2.8,High Risk
Potato Leaf Roll Virus,27.4,57.8,1.7,84.8,9.3,2.0,High Risk
Potato Leaf Roll Virus,28.3,67.3,0.3,59.6,6.8,0.2,High Risk
Potato Leaf Roll Virus,24.2,64.5,1.2,88.1,14.4,1.4,High Risk
Potato Leaf Roll Virus,27.6,58.1,1.2,60.8,12.6,2.7,High Risk
Potato Leaf Roll Virus,30.3,54.3,0.3,70.1,7.1,0.3,High Risk
Potato Leaf Roll Virus,29.4,57.1,0.2,75.5,8.4,3.0,High Risk
Potato Leaf Roll Virus,29.1,55.7,2.0,87.5,13.1,2.8,High Risk
Potato Leaf Roll Virus,31.3,53.5,0.8,52.2,12.0,0.2,High Risk
Potato Leaf Roll Virus,24.1,64.9,0.5,77.3,12.7,2.8,High Risk
Potato Leaf Roll Virus,28.5,55.0,0.3,66.0,9.4,1.1,High Risk
Potato Leaf Roll Virus,30.3,59.1,1.3,53.4,12.2,2.5,High Risk
Potato Leaf Roll Virus,28.3,57.7,1.2,78.8,8.9,1.3,High Risk
Potato Leaf Roll Virus,26.6,69.6,1.3,67.6,7.1,1.3,High Risk
Potato Leaf Roll Virus,25.1,57.8,0.2,73.0,11.3,1.9,High Risk
Potato Leaf Roll Virus,31.1,51.6,1.8,56.1,14.8,2.3,High Risk
Potato Leaf Roll Virus,27.8,51.8,0.8,64.1,8.1,0.1,High Risk
Potato Leaf Roll Virus,31.0,61.8,0.6,70.9,9.6,1.8,High Risk
Potato Leaf Roll Virus,28.7,62.0,0.9,60.2,11.7,0.6,High Risk
Potato Leaf Roll Virus,29.4,58.4,0.8,49.9,10.4,1.0,High Risk
Potato Leaf Roll Virus,30.4,58.6,1.7,88.1,13.4,1.0,High Risk
Potato Leaf Roll Virus,29.3,51.1,1.9,65.6,12.6,1.4,High Risk
Potato Leaf Roll Virus,27.2,60.3,0.6,76.7,5.6,1.0,High Risk
Potato Leaf Roll Virus,28.1,60.1,1.7,60.6,15.0,0.3,High Risk
Potato Leaf Roll Virus,30.4,53.0,1.6,57.8,12.5,0.4,High Risk
Potato Leaf Roll Virus,27.0,52.1,1.9,60.4,13.6,0.1,High Risk
Potato Leaf Roll Virus,27.1,52.5,0.5,60.5,11.5,1.4,High Risk
Potato Leaf Roll Virus,24.8,52.0,1.2,67.2,13.6,2.9,High Risk
Potato Leaf Roll Virus,31.3,62.2,0.5,67.2,6.1,0.3,High Risk
Potato Leaf Roll Virus,24.7,53.9,1.6,64.9,8.5,2.8,High Risk
Potato Leaf Roll Virus,29.2,55.0,0.0,46.7,13.8,2.2,High Risk
Potato Leaf Roll Virus,27.3,53.5,1.1,64.8,7.0,1.9,High Risk
Potato Leaf Roll Virus,27.2,69.2,0.7,48.5,5.8,1.9,High Risk
Potato Leaf Roll Virus,29.4,67.1,0.6,46.3,12.9,2.5,High Risk
Potato Leaf Roll Virus,24.5,54.6,1.3,86.6,13.4,0.3,High Risk
Potato Leaf Roll Virus,28.7,56.6,1.7,70.2,6.6,1.5,High Risk
Potato Leaf Roll Virus,30.2,54.2,1.2,73.0,13.5,2.1,High Risk
Potato Leaf Roll Virus,30.6,59.8,1.7,60.1,11.9,1.8,High Risk
Potato Leaf Roll Virus,25.4,50.4,0.5,85.4,10.2,2.5,High Risk
Potato Leaf Roll Virus,31.2,63.4,1.0,71.9,13.3,0.2,High Risk
Potato Leaf Roll Virus,29.2,60.5,0.9,78.5,9.2,2.1,High Risk
Potato Leaf Roll Virus,31.1,68.0,0.0,58.4,6.9,1.6,High Risk
Potato Leaf Roll Virus,27.9,53.3,1.1,88.0,7.8,1.1,High Risk
Potato Leaf Roll Virus,28.3,66.1,1.3,81.0,10.1,1.0,High Risk
Potato Leaf Roll Virus,31.4,65.8,1.2,82.7,10.3,1.9,High Risk
Potato Leaf Roll Virus,31.2,52.5,1.5,48.6,13.1,2.7,High Risk
Potato Leaf Roll Virus,27.6,58.0,1.1,53.5,12.9,1.5,High Risk
Potato Leaf Roll Virus,26.2,53.4,0.1,54.3,10.8,2.5,High Risk
Potato Leaf Roll Virus,27.1,55.1,0.2,53.5,12.8,1.2,High Risk
Potato Leaf Roll Virus,27.1,55.3,1.2,82.8,6.9,0.3,High Risk
Potato Leaf Roll Virus,26.3,61.1,0.5,41.6,5.5,0.2,High Risk
Potato Leaf Roll Virus,26.1,58.2,0.2,43.8,13.7,0.2,High Risk
Potato Leaf Roll Virus,30.9,69.0,0.9,53.7,5.8,1.1,High Risk
Potato Leaf Roll Virus,24.6,52.5,1.1,50.0,7.5,1.0,High Risk
Potato Leaf Roll Virus,29.4,69.5,0.7,51.6,12.0,2.2,High Risk
Potato Leaf Roll Virus,25.4,54.6,1.4,79.9,9.1,2.2,High Risk
Potato Leaf Roll Virus,26.8,65.5,1.3,68.2,13.8,0.2,High Risk
Potato Leaf Roll Virus,24.5,56.8,0.7,40.3,8.0,0.7,High Risk
Potato Leaf Roll Virus,26.2,52.9,1.5,61.5,5.1,0.8,High Risk
Potato Leaf Roll Virus,30.1,67.2,1.3,60.4,8.0,1.6,High Risk
Potato Leaf Roll Virus,31.1,56.2,1.3,45.7,10.8,0.4,High Risk
Potato Leaf Roll Virus,25.8,63.2,1.1,73.8,8.8,0.4,High Risk
Potato Leaf Roll Virus,27.7,61.3,0.0,75.1,10.3,2.8,High Risk
Potato Leaf Roll Virus,27.8,59.4,1.4,76.0,13.8,2.4,High Risk
Potato Leaf Roll Virus,31.0,59.9,0.8,76.4,14.1,0.5,High Risk
Potato Leaf Roll Virus,30.1,64.6,1.9,40.0,7.7,1.2,High Risk
Potato Leaf Roll Virus,28.1,51.8,1.6,87.7,9.6,1.1,High Risk
Potato Leaf Roll Virus,29.4,63.4,1.2,80.7,10.5,2.4,High Risk
Potato Leaf Roll Virus,30.8,67.9,0.5,85.2,14.5,1.5,High Risk
Potato Leaf Roll Virus,24.1,51.2,0.4,40.8,15.0,0.4,High Risk
Potato Leaf Roll Virus,27.2,52.8,0.7,86.7,7.4,2.2,High Risk
Potato Leaf Roll Virus,31.3,64.3,1.0,80.5,12.3,1.2,High Risk
Potato Leaf Roll Virus,29.9,58.7,0.6,81.9,8.8,0.8,High Risk
Potato Leaf Roll Virus,28.3,58.1,1.0,44.7,5.1,1.1,High Risk
Potato Leaf Roll Virus,28.2,52.7,0.3,76.9,5.1,1.5,High Risk
Potato Leaf Roll Virus,26.8,60.1,2.0,88.0,9.6,1.0,High Risk
Potato Leaf Roll Virus,28.2,52.5,0.2,73.9,9.9,0.7,High Risk
Potato Leaf Roll Virus,29.2,59.5,1.9,68.5,5.2,1.2,High Risk
